# The Lexicon of Place: how many `cell`-bearing tokens each Rust
# file may carry. See cli/tests/suite/lexicon_guard.rs.
#
# Every count here is the AREA sense (a lattice square, a chart
# square, a markdown-table cell) or a frozen serialized literal.
# A number may fall freely. Raising one needs a human's reason.
windows/vessel/tests/suite/player_acts_commit.rs	1
windows/vessel/tests/suite/session.rs	2
windows/vessel/tests/suite/session_snapshot.rs	8
windows/vessel/tests/suite/the_blocking.rs	13
windows/vessel/tests/suite/underworld_level_generation.rs	101
windows/vessel/tests/suite/world_context.rs	2
windows/worldgen/src/chamber.rs	2
windows/worldgen/src/delve_seating.rs	1
windows/worldgen/src/disposition.rs	3
windows/worldgen/src/graph_derive.rs	5
windows/worldgen/src/hazard.rs	3
windows/worldgen/src/history_bake.rs	1
windows/worldgen/src/history_emit.rs	1
windows/worldgen/src/lib.rs	14
windows/worldgen/src/streams.rs	1
windows/worldgen/src/volcano.rs	5
windows/worldgen/tests/suite/beta_calibration_sweep.rs	2
windows/worldgen/tests/suite/confluence.rs	1
windows/worldgen/tests/suite/graph_byte_identity.rs	1
windows/worldgen/tests/suite/history_units.rs	1
windows/worldgen/tests/suite/junctions.rs	1
windows/worldgen/tests/suite/occupancy_readout.rs	4
windows/worldgen/tests/suite/radiation_readout.rs	1
windows/worldgen/tests/suite/range_readout.rs	3
windows/worldgen/tests/suite/repose_exposure.rs	2
windows/worldgen/tests/suite/tolerance_draw.rs	6
